id,Date,items
122,14-06-2015,"""misc. beverages"",""frankfurter"",""pork"",""whole milk"",""frankfurter"",""bottled beer"",""rolls/buns"",""tropical fruit"",""pastry"",""pip fruit"",""other vegetables"",""other vegetables"",""ham"",""other vegetables"",""hard cheese"",""pip fruit"",""canned fruit"",""pip fruit"",""cream cheese "",""onions"",""brown bread"",""semi-finished bread"",""soda"",""shopping bags"",""coffee"",""bathroom cleaner"",""brown bread"",""other vegetables"",""domestic eggs"",""soda"",""bottled beer"""
123,21-05-2015,"""frankfurter"",""other vegetables"",""rolls/buns"",""citrus fruit"",""butter"",""shopping bags"",""pastry"",""margarine"",""soda"",""UHT-milk"",""soda"",""roll products """
124,14-01-2015,"""sparkling wine"",""whole milk"",""rolls/buns"",""pork"",""whole milk"",""beef"",""zwieback"",""frozen vegetables"",""root vegetables"",""canned beer"",""dessert"",""whole milk"",""root vegetables"",""canned beer"",""salt"",""margarine"",""frozen dessert"",""fruit/vegetable juice"",""salty snack"",""shopping bags"",""shopping bags"",""cream cheese "",""oil"",""soda"""
125,08-08-2015,"""specialty bar"",""pork"",""canned beer"",""candy"",""bottled water"",""shopping bags"",""root vegetables"",""frozen meals"",""other vegetables"",""ice cream"",""tidbits"",""newspapers"",""curd"",""hard cheese"""
126,10-06-2015,"""sausage"",""sausage"",""curd"",""white wine"",""bottled water"",""fruit/vegetable juice"",""frozen meals"",""dessert"""
127,18-09-2015,"""curd cheese"",""ham"",""sausage"",""whipped/sour cream"",""sausage"",""root vegetables"",""chocolate"",""tropical fruit"",""bottled water"",""margarine"",""newspapers"",""berries"",""napkins"",""whipped/sour cream"",""pastry"",""root vegetables"",""cream cheese """
128,11-11-2015,"""frankfurter"",""ham"",""yogurt"",""frankfurter"",""ham"",""liquor"",""whole milk"",""tropical fruit"",""white bread"",""domestic eggs"",""berries"",""pastry"",""butter milk"",""meat spreads"",""long life bakery product"""
129,15-09-2015,"""whole milk"",""whipped/sour cream"",""herbs"",""bottled beer"",""coffee"",""rolls/buns"",""beverages"",""cake bar"",""rolls/buns"",""shopping bags"""
130,04-05-2015,"""newspapers"",""pip fruit"",""grapes"",""brown bread"",""onions"",""bottled water"",""coffee"",""frozen vegetables"""
131,27-06-2015,"""berries"",""onions"",""whole milk"",""sausage"",""berries"",""tropical fruit"",""candy"",""beef"",""butter"",""root vegetables"""
132,30-09-2015,"""curd"",""pastry"",""beef"",""bottled beer"",""soda"",""soda"",""soda"",""soft cheese"",""salty snack"",""hamburger meat"",""soda"",""berries"",""sweet spreads"",""other vegetables"",""bottled water"",""spices"",""rolls/buns"",""chocolate"",""fruit/vegetable juice"",""pastry"",""house keeping products"",""fruit/vegetable juice"",""detergent"""
133,13-01-2015,"""tropical fruit"",""root vegetables"",""beverages"",""yogurt"",""sausage"",""chicken"",""oil"",""sausage"",""ham"",""whole milk"",""rolls/buns"",""citrus fruit"",""soda"",""butter"",""pastry"",""whole milk"",""sliced cheese"""
134,06-09-2015,"""soda"",""meat"",""canned beer"",""sparkling wine"",""citrus fruit"",""coffee"",""frozen meals"",""specialty bar"",""canned beer"",""bottled water"",""curd"",""dessert"""
135,22-08-2015,"""rolls/buns"",""rolls/buns"",""frankfurter"",""nuts/prunes"",""rolls/buns"",""pastry"",""root vegetables"",""pip fruit"",""fruit/vegetable juice"",""mayonnaise"""
136,25-02-2015,"""canned beer"",""salty snack"",""grapes"",""rolls/buns"",""butter"",""tropical fruit"",""dessert"",""other vegetables"",""whole milk"",""pastry"",""dessert"",""root vegetables"",""fruit/vegetable juice"",""semi-finished bread"",""curd"",""dishes"",""whole milk"",""bottled water"""
137,22-02-2015,"""canned beer"",""dishes"",""grapes"",""frankfurter"",""beef"",""pip fruit"",""rolls/buns"",""rolls/buns"",""bottled beer"",""yogurt"",""yogurt"",""soda"",""yogurt"",""ice cream"",""pip fruit"",""soda"",""chocolate"""
138,16-01-2015,"""frankfurter"",""pip fruit"",""frankfurter"",""citrus fruit"",""UHT-milk"",""bottled water"",""rolls/buns"",""frozen meals"",""fruit/vegetable juice"",""canned fish"",""dishes"""
139,19-11-2015,"""other vegetables"",""sausage"",""citrus fruit"",""whole milk"",""ham"",""root vegetables"",""pip fruit"",""pastry"",""domestic eggs"",""yogurt"",""rolls/buns"""
140,19-08-2015,"""whole milk"",""grapes"",""rolls/buns"",""tropical fruit"",""coffee"",""other vegetables"",""yogurt"",""margarine"",""baking powder"",""bottled water"",""condensed milk"",""pastry"",""pastry"""
141,25-08-2015,"""whole milk"",""pip fruit"",""pip fruit"",""frankfurter"",""beverages"",""ham"",""rolls/buns"",""pip fruit"",""tropical fruit"",""semi-finished bread"",""salty snack"",""dessert"",""tropical fruit"",""other vegetables"",""cream cheese "",""napkins"",""onions"",""ham"",""pickled vegetables"",""white bread"",""candy"",""pudding powder"",""salty snack"",""pip fruit"",""rice"",""flour"",""waffles"",""frozen dessert"""
142,24-06-2015,"""citrus fruit"",""bottled water"",""bottled beer"",""canned beer"",""yogurt"",""other vegetables"",""rolls/buns"",""mustard"",""pastry"",""whole milk"",""butter"",""pasta"",""shopping bags"",""whole milk"""
143,06-11-2015,"""frankfurter"",""rolls/buns"",""UHT-milk"",""butter"",""specialty bar"",""finished products"",""butter"",""tropical fruit"",""specialty bar"",""salty snack"",""other vegetables"",""yogurt"",""whole milk"",""domestic eggs"",""margarine"",""specialty bar"""
144,10-03-2015,"""frankfurter"",""canned beer"",""beef"",""frozen fish"",""onions"",""rice"",""napkins"""
145,21-01-2015,"""butter milk"",""whole milk"",""soda"",""citrus fruit"",""ham"",""domestic eggs"",""bottled beer"",""shopping bags"",""domestic eggs"",""detergent"""
146,18-07-2015,"""hamburger meat"",""soda"",""sausage"",""pork"",""root vegetables"",""frozen meals"",""margarine"",""soft cheese"",""tropical fruit"",""soda"",""bottled water"",""curd"",""misc. beverages"",""canned beer"",""pickled vegetables"",""fruit/vegetable juice"",""chocolate marshmallow"""
147,30-09-2015,"""pasta"",""frankfurter"",""hamburger meat"",""sausage"",""whole milk"",""soda"",""sauces"",""rolls/buns"",""red/blush wine"",""curd"",""root vegetables"",""rolls/buns"",""abrasive cleaner"",""misc. beverages"",""coffee"",""flower (seeds)"",""seasonal products"",""cat food"""
148,08-02-2015,"""other vegetables"",""frankfurter"",""cream cheese "",""root vegetables"",""tropical fruit"",""pip fruit"",""tropical fruit"",""baking powder"",""root vegetables"",""other vegetables"",""pastry"",""soft cheese"",""bottled beer"",""specialty chocolate"",""softener"",""shopping bags"""
149,08-06-2015,"""sausage"",""citrus fruit"",""long life bakery product"",""frankfurter"",""chicken"",""white bread"",""beef"",""yogurt"",""other vegetables"",""whole milk"",""whole milk"",""butter"",""napkins"",""margarine"",""cake bar"""
150,09-06-2015,"""rolls/buns"",""canned beer"",""whole milk"",""butter"",""other vegetables"",""white bread"",""bottled beer"",""bottled beer"",""other vegetables"",""herbs"",""tropical fruit"",""curd"",""napkins"",""canned beer"",""canned beer"",""spread cheese"",""brown bread"",""chewing gum"",""whipped/sour cream"",""bottled beer"",""specialty chocolate"",""onions"",""rolls/buns"",""red/blush wine"",""candles"",""fruit/vegetable juice"",""fruit/vegetable juice"",""salad dressing"",""misc. beverages"""
151,16-03-2015,"""grapes"",""sausage"",""ham"",""chicken"",""canned beer"",""sausage"",""tropical fruit"",""frozen dessert"",""tropical fruit"",""frozen meals"",""fruit/vegetable juice"",""sugar"",""pip fruit"",""sparkling wine"",""detergent"""
152,25-02-2015,"""root vegetables"",""hamburger meat"",""ham"",""bottled water"",""citrus fruit"",""sugar"",""ice cream"",""yogurt"",""napkins"",""ice cream"",""whole milk"",""shopping bags"",""chocolate marshmallow"",""specialty bar"",""candy"",""fruit/vegetable juice"",""frozen vegetables"",""rice"",""canned beer"""
153,07-03-2015,"""coffee"",""sausage"",""frozen dessert"",""whole milk"",""other vegetables"",""shopping bags"",""specialty bar"",""herbs"",""sliced cheese"",""fruit/vegetable juice"",""red/blush wine"",""brown bread"""
154,31-05-2015,"""popcorn"",""ham"",""frankfurter"",""ham"",""soda"",""oil"",""pork"",""pork"",""onions"",""margarine"",""beverages"",""other vegetables"",""misc. beverages"",""rolls/buns"",""bottled beer"",""curd"",""beef"",""soda"",""shopping bags"",""butter"",""margarine"",""rolls/buns"",""yogurt"",""whole milk"""
155,30-06-2015,"""whole milk"",""tropical fruit"",""white bread"",""whole milk"",""root vegetables"",""citrus fruit"",""margarine"",""napkins"",""male cosmetics"""
156,27-08-2015,"""tropical fruit"",""chocolate"",""finished products"",""detergent"",""other vegetables"",""cream cheese "",""pork"",""pastry"",""beef"",""flower (seeds)"",""oil"",""beverages"",""baking powder"",""berries"",""softener"",""white wine"",""butter milk"",""rolls/buns"",""specialty bar"",""soda"",""bottled beer"",""hygiene articles"""
157,05-03-2015,"""beef"",""sausage"",""margarine"",""canned beer"",""butter milk"",""whole milk"",""white bread"",""meat spreads"""
158,17-04-2015,"""whole milk"",""rolls/buns"""
159,25-06-2015,"""frankfurter"",""citrus fruit"",""citrus fruit"",""hamburger meat"",""butter milk"",""coffee"""
160,05-06-2015,"""tropical fruit"",""pip fruit"",""yogurt"",""nut snack"",""napkins"""
161,04-10-2015,"""canned beer"",""soda"",""flower (seeds)"",""pork"",""pastry"",""tropical fruit"",""frozen vegetables"",""margarine"",""honey"",""UHT-milk"",""fruit/vegetable juice"",""newspapers"",""ketchup"""
162,07-05-2015,"""finished products"",""canned beer"",""detergent"",""sausage"",""ice cream"",""honey"",""red/blush wine"",""frozen meals"",""other vegetables"",""cream cheese "",""salt"",""hamburger meat"",""beverages"",""soda"",""soda"",""bottled water"",""white bread"",""canned beer"",""cereals"",""sugar"",""frozen dessert"",""whipped/sour cream"",""ready soups"""
163,17-06-2015,"""beverages"",""canned beer"",""beef"",""cream cheese "",""meat"",""domestic eggs"",""whole milk"",""other vegetables"",""other vegetables"",""domestic eggs"",""pip fruit"",""tropical fruit"""
164,14-02-2015,"""hamburger meat"",""curd"",""pip fruit"",""whole milk"",""beverages"",""shopping bags"",""frozen vegetables"",""rolls/buns"",""pip fruit"",""root vegetables"",""root vegetables"",""margarine"",""soda"",""candles"""
165,19-02-2015,"""whole milk"",""rolls/buns"",""root vegetables"",""whipped/sour cream"",""pasta"",""whole milk"",""waffles"",""citrus fruit"",""bottled water"",""shopping bags"""
166,24-08-2015,"""finished products"",""citrus fruit"",""napkins"",""rolls/buns"",""bottled water"",""pip fruit"",""grapes"",""root vegetables"",""shopping bags"",""other vegetables"",""sliced cheese"""
167,22-06-2015,"""other vegetables"",""whipped/sour cream"""
168,25-12-2015,"""ham"",""liquor"",""sausage"",""whole milk"",""bottled beer"",""chicken"",""whole milk"",""yogurt"",""whole milk"",""brandy"",""photo/film"",""specialty chocolate"",""margarine"",""whole milk"",""curd"",""fruit/vegetable juice"",""canned beer"",""whipped/sour cream"""
169,18-07-2015,"""other vegetables"",""pastry"",""canned beer"",""whole milk"",""soda"",""whole milk"",""chocolate"",""other vegetables"",""margarine"",""rolls/buns"",""shopping bags"",""instant coffee"",""coffee"""
170,09-04-2015,"""curd"",""sausage"",""cream cheese "",""sausage"",""curd"",""butter"",""misc. beverages"",""yogurt"",""whole milk"",""pip fruit"",""whole milk"",""yogurt"",""pastry"""
171,09-03-2015,"""bottled beer"",""yogurt"",""misc. beverages"",""yogurt"",""pip fruit"",""hard cheese"",""herbs"",""sugar"""
172,17-01-2015,"""curd"",""meat"",""sweet spreads"",""sausage"",""frozen potato products"",""white wine"""
173,26-11-2015,"""whole milk"",""pork"",""soda"",""curd cheese"",""rolls/buns"",""domestic eggs"",""frozen meals"",""soda"""
174,05-03-2015,"""whole milk"",""canned beer"",""ice cream"",""rolls/buns"",""hard cheese"",""yogurt"",""whole milk"",""frozen vegetables"",""frozen vegetables"",""coffee"""
175,16-03-2015,"""dessert"",""whole milk"",""citrus fruit"",""citrus fruit"",""yogurt"",""citrus fruit"",""beef"",""sausage"",""soda"",""chocolate"",""grapes"",""hard cheese"",""rolls/buns"",""napkins"",""margarine"",""whole milk"",""cream cheese "",""yogurt"""
176,27-02-2015,"""sausage"",""white bread"",""root vegetables"",""coffee"""
177,22-04-2015,"""other vegetables"",""root vegetables"",""margarine"",""beverages"",""root vegetables"",""whipped/sour cream"""
178,17-04-2015,"""ham"",""citrus fruit"",""frozen vegetables"",""rolls/buns"",""herbs"",""canned beer"",""pudding powder"""
179,17-10-2015,"""other vegetables"",""pip fruit"",""canned beer"",""newspapers"",""pip fruit"",""cream cheese "",""butter milk"",""other vegetables"",""cake bar"",""butter"""
180,06-04-2015,"""other vegetables"",""condensed milk"",""whole milk"",""hamburger meat"",""dish cleaner"",""white wine"",""canned fish"",""other vegetables"",""soda"",""rolls/buns"",""other vegetables"",""soups"",""flour"",""whole milk"",""condensed milk"",""rolls/buns"",""yogurt"",""shopping bags"",""Instant food products"",""frozen vegetables"",""waffles"",""cling film/bags"",""domestic eggs"""
181,10-11-2015,"""soda"",""pickled vegetables"",""whole milk"",""whole milk"",""hamburger meat"",""organic sausage"",""zwieback"",""other vegetables"",""root vegetables"",""specialty bar"",""packaged fruit/vegetables"",""yogurt"",""detergent"",""baking powder"""
182,17-08-2015,"""herbs"",""pork"",""soda"",""hamburger meat"",""whole milk"",""pip fruit"",""yogurt"",""pasta"""
183,05-02-2015,"""frankfurter"",""sugar"",""citrus fruit"",""white wine"",""berries"",""shopping bags"",""seasonal products"",""soda"",""newspapers"",""bottled beer"""
184,28-07-2015,"""rolls/buns"",""bottled water"",""beef"",""citrus fruit"",""processed cheese"",""citrus fruit"",""butter milk"",""root vegetables"",""beef"",""cereals"",""other vegetables"",""other vegetables"",""other vegetables"",""spices"",""whole milk"",""butter"",""yogurt"",""napkins"",""chocolate"",""shopping bags"""
185,21-08-2015,"""curd"",""bottled beer"",""butter"",""chocolate"",""yogurt"",""curd"",""newspapers"",""canned beer"""
186,08-07-2015,"""frankfurter"",""whole milk"",""pip fruit"",""rolls/buns"",""root vegetables"",""beef"",""whole milk"",""whole milk"",""pastry"",""chocolate marshmallow"""
187,12-04-2015,"""other vegetables"",""margarine"",""UHT-milk"",""beverages"",""whipped/sour cream"",""tropical fruit"",""curd"",""domestic eggs"",""tropical fruit"",""bottled water"",""yogurt"",""yogurt"",""candy"""
188,24-07-2015,"""dog food"",""sausage"",""whole milk"",""pip fruit"",""rolls/buns"",""berries"",""canned beer"",""whipped/sour cream"",""pip fruit"",""pork"",""bottled beer"",""specialty cheese"",""sliced cheese"",""canned vegetables"",""dessert"",""pastry"",""soda"",""onions"",""white bread"",""sugar"",""snack products"""
189,09-05-2015,"""specialty bar"",""other vegetables"",""napkins"",""cream cheese "",""curd"",""butter"""
190,20-04-2015,"""curd"",""rolls/buns"",""meat"",""beverages"",""other vegetables"",""soda"",""yogurt"",""specialty chocolate"",""red/blush wine"""
191,28-04-2015,"""frankfurter"",""beverages"",""specialty chocolate"",""shopping bags"""
192,20-02-2015,"""soda"",""canned beer"",""abrasive cleaner"",""newspapers"",""whole milk"",""berries"",""coffee"",""yogurt"",""cat food"",""shopping bags"",""frozen meals"""
193,14-11-2015,"""beef"",""sausage"",""sausage"",""pork"",""rolls/buns"",""frozen vegetables"",""whole milk"",""UHT-milk"",""cat food"",""cling film/bags"",""fruit/vegetable juice"",""candles"""
194,01-08-2015,"""canned beer"",""berries"",""pork"",""soda"",""yogurt"",""grapes"",""white bread"",""chewing gum"",""domestic eggs"",""rolls/buns"",""flour"""
195,17-01-2015,"""pork"",""soda"",""coffee"",""tropical fruit"",""frozen vegetables"",""rolls/buns"",""rolls/buns"",""yogurt"",""napkins"",""yogurt"",""onions"",""other vegetables"",""newspapers"""
196,10-10-2015,"""frankfurter"",""pork"",""whipped/sour cream"",""dog food"",""citrus fruit"",""bottled water"",""specialty vegetables"""
197,26-04-2015,"""sausage"",""frankfurter"",""citrus fruit"",""other vegetables"",""other vegetables"",""bottled water"",""bottled beer"",""whole milk"",""long life bakery product"",""fish"",""tropical fruit"",""other vegetables"",""newspapers"",""soda"",""frozen potato products"",""long life bakery product"",""domestic eggs"",""whipped/sour cream"",""vinegar"",""rolls/buns"",""soda"",""pot plants"",""long life bakery product"""
198,07-01-2015,"""canned beer"",""frankfurter"",""pip fruit"",""sausage"",""canned beer"",""berries"",""bottled water"",""UHT-milk"",""other vegetables"",""shopping bags"",""shopping bags"""
199,13-09-2015,"""specialty chocolate"",""root vegetables"",""pip fruit"",""pastry"",""tropical fruit"",""flour"",""sweet spreads"",""whipped/sour cream"",""whipped/sour cream"",""oil"""
